arts	73882,0.05405405405405406
metiers	73882,0.05405405405405406
Albane	73883,0.058823529411764705
Duteurtre	73883,0.058823529411764705
aduteurtre	73883,0.058823529411764705
Séminaire	73884,0.018518518518518517
Technique	73884,0.018518518518518517
marché	73884,0.018518518518518517
EMM1013	73884,0.018518518518518517
mp	73884,0.07407407407407407;75066,0.0625
mecatronic	73884,0.07407407407407407
emm2013	73884,0.018518518518518517
Bourse	73884,0.018518518518518517
technologique	73884,0.018518518518518517
B	73884,0.037037037037037035
Mechatronics	73884,0.018518518518518517
Connected	73884,0.018518518518518517
bemechatronics	73884,0.018518518518518517
Convention	73884,0.018518518518518517
affaires	73884,0.018518518518518517
Meetings	73884,0.018518518518518517
roboticsmeetings	73884,0.018518518518518517
Conférence	73884,0.018518518518518517
Européenne	73884,0.018518518518518517
programme	73884,0.018518518518518517
automobile	73884,0.018518518518518517
artemis	73884,0.018518518518518517
Sunaero	74167,0.02857142857142857
lyonnaise	74167,0.014285714285714285
implante	74167,0.014285714285714285
Asie	74167,0.014285714285714285
avec	74167,0.014285714285714285
Aerokwai	74167,0.014285714285714285
276	74167,0.014285714285714285
71840	74167,0.014285714285714285
une	74167,0.014285714285714285;75458,0.02857142857142857
qui	74167,0.014285714285714285
exporte	74167,0.014285714285714285
technologie	74167,0.014285714285714285
outre	74167,0.014285714285714285
Atlantique	74167,0.014285714285714285
230	74167,0.014285714285714285
2009	74167,0.014285714285714285;75458,0.02857142857142857
60160	74167,0.014285714285714285
Foulon	74169,0.1111111111111111
Sopagly	74169,0.1111111111111111
Richard	74169,0.1111111111111111
Payraud	74169,0.1111111111111111
rpayraud	74169,0.1111111111111111
foulon	74169,0.1111111111111111
sopagly	74169,0.1111111111111111
Johanna	74170,0.047619047619047616
johanna	74170,0.047619047619047616
martin	74170,0.047619047619047616
webtv	74170,0.047619047619047616
L	74171,0.029411764705882353
Tracker	74171,0.029411764705882353
utilisé	74171,0.029411764705882353
dans	74171,0.029411764705882353;74454,0.037037037037037035
un	74171,0.029411764705882353
essai	74171,0.029411764705882353
clinique	74171,0.029411764705882353
maladie	74171,0.029411764705882353
Parkinson	74171,0.029411764705882353
68646	74171,0.029411764705882353
Enzymologie	74173,0.043478260869565216
Ronald	74173,0.043478260869565216
Melki	74173,0.043478260869565216
ronald	74173,0.043478260869565216
melki	74173,0.043478260869565216
lebs	74173,0.043478260869565216
decembre2013	74174,0.07142857142857142
Brefuel	74174,0.07142857142857142
brefuel	74174,0.07142857142857142
Eco	74175,0.1111111111111111
campus	74175,0.2222222222222222
transition	74175,0.1111111111111111
NOVAQT	74176,0.043478260869565216
novaqt	74176,0.043478260869565216
leforum	74176,0.043478260869565216
Conseil	74176,0.043478260869565216
Rachid	74176,0.043478260869565216
Belhadj	74176,0.043478260869565216
CHU	74449,0.08333333333333333
Van	74449,0.08333333333333333
Wymelbeke	74449,0.08333333333333333
vanwymelbeke	74449,0.08333333333333333
chu	74449,0.08333333333333333
Delair	74450,0.09090909090909091
Michaël	74450,0.09090909090909091
michael	74450,0.09090909090909091
delagarde	74450,0.09090909090909091
delair	74450,0.09090909090909091
tech	74450,0.09090909090909091
Bioaxial	74451,0.2
bioaxial	74451,0.2
Michel	74452,0.058823529411764705;75793,0.0625;76508,0.08333333333333333;76511,0.1111111111111111
Daydé	74452,0.058823529411764705
michel	74452,0.058823529411764705;75793,0.0625
dayde	74452,0.058823529411764705
SynapCell	74453,0.1
synapcell	74453,0.1
ProTip	74454,0.037037037037037035
protipmedical	74454,0.037037037037037035
37498	74454,0.037037037037037035
58785	74454,0.037037037037037035
Ilsa	74455,0.1111111111111111
Beuffe	74455,0.1111111111111111
beuffe	74455,0.1111111111111111
ilsa	74455,0.1111111111111111
france	74455,0.1111111111111111
ATEC	74456,0.1111111111111111
ITS	74456,0.1111111111111111
2014	74456,0.1111111111111111;75465,0.16666666666666666;75796,0.1
atecitsfrance	74456,0.1111111111111111
CCRT	74744,0.047619047619047616;74745,0.047619047619047616
ccrt	74744,0.047619047619047616;74745,0.047619047619047616
Silver	74746,0.18181818181818182
silvervalley	74746,0.09090909090909091
Silvereco	74746,0.09090909090909091
silvereco	74746,0.09090909090909091
Nanothinking	74747,0.08333333333333333
Thomas	74747,0.08333333333333333;75460,0.05;75790,0.09090909090909091
Dubouchet	74747,0.08333333333333333
thomas	74747,0.08333333333333333;75790,0.09090909090909091
dubouchet	74747,0.08333333333333333
nanothinking	74747,0.16666666666666666
Midinnov	74748,0.2
midinnov	74748,0.2
EC6	74749,0.06666666666666667
Commelin	74749,0.06666666666666667
commelin	74749,0.06666666666666667
ec6	74749,0.06666666666666667
Nu	74749,0.06666666666666667
Age	74749,0.06666666666666667
nu	74749,0.06666666666666667
age	74749,0.06666666666666667
dagesdesgranges	74751,0.043478260869565216
Dunod	74752,0.05263157894736842
Elisabeth	74752,0.05263157894736842
Erhardy	74752,0.05263157894736842
4046	74752,0.05263157894736842
eerhardy	74752,0.05263157894736842
dunod	74752,0.10526315789473684
DAVI	75063,0.09090909090909091
Pascal	75063,0.09090909090909091
Arbault	75063,0.09090909090909091
pascal	75063,0.09090909090909091
davi	75063,0.18181818181818182
Cadarache	75064,0.041666666666666664
Fusion	75064,0.041666666666666664
par	75064,0.041666666666666664
confinement	75064,0.041666666666666664
Magnétique	75064,0.041666666666666664
IRFM	75064,0.041666666666666664
Delphine	75064,0.041666666666666664
Keller	75064,0.041666666666666664
delphine	75064,0.041666666666666664
keller	75064,0.041666666666666664
fusion	75064,0.041666666666666664
magnetique	75064,0.041666666666666664
BioAlliance	75065,0.07692307692307693
Judith	75065,0.07692307692307693
Greciet	75065,0.07692307692307693
judith	75065,0.07692307692307693
greciet	75065,0.07692307692307693
bioalliancepharma	75065,0.15384615384615385
Midi	75066,0.0625
Pyrénées	75066,0.0625
IRT	75068,0.05263157894736842
Jules	75068,0.05263157894736842
Verne	75068,0.05263157894736842
Péan	75068,0.05263157894736842
pean	75068,0.05263157894736842
emc2	75068,0.05263157894736842
Avignon	75069,0.058823529411764705
Renard	75069,0.058823529411764705
renard	75069,0.058823529411764705
avignon	75069,0.058823529411764705
Seb	75069,0.058823529411764705
Mariette	75069,0.058823529411764705
Sicard	75069,0.058823529411764705
msicard	75069,0.058823529411764705
groupeseb	75069,0.058823529411764705
IPCMS	75070,0.058823529411764705
Schull	75070,0.058823529411764705
shull	75070,0.058823529411764705
ENSAM	75457,0.0625
UMI	75458,0.02857142857142857
ESS	75458,0.02857142857142857
Boëtsch	75458,0.02857142857142857
boetsch	75458,0.02857142857142857
lance	75458,0.02857142857142857
première	75458,0.02857142857142857
opération	75458,0.02857142857142857
envergure	75458,0.02857142857142857
Afrique	75458,0.02857142857142857
222	75458,0.02857142857142857
57973	75458,0.02857142857142857
UMR	75459,0.07142857142857142
Lipides	75459,0.07142857142857142
Nutrition	75459,0.07142857142857142
Isaak	75460,0.05
Oniris	75462,0.1
Poncelet	75462,0.1
poncelet	75462,0.1
oniris	75462,0.1
DEPOS	75464,0.14285714285714285
depos25	75464,0.14285714285714285
Biovision	75465,0.16666666666666666
biovision	75465,0.16666666666666666
Thales	75788,0.058823529411764705;75789,0.05
Design	75788,0.058823529411764705;76513,0.05
Center	75788,0.058823529411764705
Didier	75788,0.058823529411764705
Boulet	75788,0.058823529411764705
didier	75788,0.058823529411764705
boulet	75788,0.058823529411764705
Alenia	75789,0.05
Service	75789,0.05
Communication	75789,0.05
Tarik	75789,0.05
Lahlou	75789,0.05
Tel	75789,0.05
tarik	75789,0.05
lahlou	75789,0.05
thalesaleniaspace	75789,0.05
Danguin	75790,0.09090909090909091
thierry	75790,0.09090909090909091
danguin	75790,0.09090909090909091
Campus	75791,0.047619047619047616
Lille	75791,0.047619047619047616
Elise	75791,0.047619047619047616
Woestelandt	75791,0.047619047619047616
elise	75791,0.047619047619047616
woestelandt	75791,0.047619047619047616
étude	75792,0.05555555555555555
Traitement	75792,0.05555555555555555
Conditionnement	75792,0.05555555555555555
Déchets	75792,0.05555555555555555
Frédéric	75792,0.05555555555555555
Goettmann	75792,0.05555555555555555
frederic	75792,0.05555555555555555
goettmann	75792,0.05555555555555555
Danone	75793,0.0625
Rogeaux	75793,0.0625
rogeaux	75793,0.0625
danone	75793,0.0625
Systèmes	75794,0.07692307692307693
Complexes	75794,0.07692307692307693
Valentin	75794,0.07692307692307693
Leroy	75794,0.07692307692307693
valentin	75794,0.07692307692307693
leroy	75794,0.07692307692307693
Invest	75795,0.1111111111111111
in	75795,0.3333333333333333;76207,0.2
Photonics	75795,0.1111111111111111
invest	75795,0.1111111111111111
photonics	75795,0.1111111111111111
TERATEC	75796,0.1
teratec	75796,0.1
Inosport	75797,0.1
inosport	75797,0.2
sinscrire	75797,0.1
Jordi	76206,0.1111111111111111
Ballester	76206,0.1111111111111111
jordi	76206,0.1111111111111111
ballester	76206,0.1111111111111111
Trustinsoft	76207,0.06666666666666667
Derepas	76207,0.06666666666666667
fabrice	76207,0.06666666666666667
derepas	76207,0.06666666666666667
trust	76207,0.13333333333333333
soft	76207,0.2
Raphaël	76208,0.05263157894736842
Rasilly	76208,0.05263157894736842
rasilly	76208,0.05263157894736842
Raid	76212,0.041666666666666664
Fanny	76212,0.041666666666666664
Siffet	76212,0.041666666666666664
Feillet	76213,0.07692307692307693
feillet	76213,0.07692307692307693
FSI	76507,0.08333333333333333
Oriano	76507,0.08333333333333333
bdo	76507,0.08333333333333333
fsinet	76507,0.16666666666666666
Arkamys	76508,0.08333333333333333
Raczinski	76508,0.08333333333333333
jmraczinski	76508,0.08333333333333333
arkamys	76508,0.16666666666666666
Temps	76509,0.058823529411764705
Glucides	76509,0.058823529411764705
Auras	76509,0.058823529411764705
ltdglucides	76509,0.058823529411764705
letempsdesglucides	76509,0.11764705882352941
leblog	76509,0.058823529411764705
WiN	76510,0.14285714285714285
MS	76510,0.14285714285714285
win	76510,0.14285714285714285
ms	76510,0.14285714285714285
Lara	76511,0.1111111111111111
Spiral	76511,0.1111111111111111
Prost	76511,0.1111111111111111
michelprost	76511,0.1111111111111111
spiral	76511,0.1111111111111111
Sustainable	76513,0.05
School	76513,0.05
SDS	76513,0.05
Maurille	76513,0.05
Larivière	76513,0.05
maurille	76513,0.05
lariviere	76513,0.05
the	76513,0.05
sds	76513,0.05
Technopole	76514,0.16666666666666666
Alimentec	76514,0.16666666666666666
alimentec	76514,0.16666666666666666
Semaine	76515,0.125
Mémoire	76515,0.125
semainedelamemoire	76515,0.125
Pole	76516,0.07692307692307693
4g87X	76516,0.07692307692307693
